Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
340,Michael Harris*,21,ATL,NL,75,283,268,49,77,17,2,12,41,15,0,11,70,.287,.325,.500,.825,124,134,3,4,0,0,0,8,harrimi04
341,Josh Harrison,34,CHW,AL,91,325,294,40,73,15,2,6,23,1,1,18,54,.248,.313,.374,.687,95,110,8,10,2,1,0,45/HD176,harrijo05
342,Monte Harrison,26,LAA,AL,9,14,11,5,2,0,0,1,3,1,0,2,8,.182,.357,.455,.812,129,5,1,1,0,0,0,/78H,harrimo01
343,Adam Haseley*,26,CHW,AL,11,23,20,3,5,0,0,0,2,0,0,2,6,.250,.318,.250,.568,65,5,0,0,1,0,0,/H987D,haselad01
344,Ke'Bryan Hayes,25,PIT,NL,103,434,391,44,98,18,3,6,35,13,3,39,93,.251,.323,.358,.681,92,140,8,3,0,1,0,*5/6H,hayeske01
345,Austin Hays,26,BAL,AL,108,444,408,54,105,28,1,13,50,2,3,25,90,.257,.313,.426,.740,109,174,9,9,0,2,0,*79/8DH,haysau01
346,Austin Hedges,29,CLE,AL,76,247,213,20,37,2,0,6,23,1,0,20,55,.174,.258,.268,.526,53,57,6,5,7,2,0,2,hedgeau01
347,Jonah Heim#,27,TEX,AL,95,349,312,45,79,19,1,13,43,2,0,35,68,.253,.327,.446,.772,121,139,8,0,0,2,0,*2H/D,heimjo01
348,Tyler Heineman#,31,TOT,MLB,47,130,121,13,25,5,0,0,8,1,0,5,15,.207,.250,.248,.498,42,30,2,2,2,0,0,2/HD,heinety01
349,Tyler Heineman#,31,TOR,AL,10,16,15,2,4,2,0,0,1,0,0,0,4,.267,.267,.400,.667,88,6,1,0,1,0,0,/2DH,heinety01
350,Tyler Heineman#,31,PIT,NL,37,114,106,11,21,3,0,0,7,1,0,5,11,.198,.248,.226,.474,35,24,1,2,1,0,0,2/H,heinety01
351,Liam Hendriks,33,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hendrli01
352,Ryan Hendrix,27,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,hendrry01
353,Payton Henry,25,MIA,NL,15,35,28,2,4,0,0,0,4,0,0,5,8,.143,.314,.143,.457,36,4,0,2,0,0,0,2/H,henrypa01
354,Guillermo Heredia,31,ATL,NL,50,72,66,10,9,2,1,3,6,0,0,6,30,.136,.208,.333,.542,47,22,1,0,0,0,0,79/H8D,heredgu01
355,Michael Hermosillo,27,CHC,NL,17,35,28,2,2,1,0,0,2,0,0,4,14,.071,.257,.107,.364,8,3,0,3,0,0,0,8/H97,hermomi01
356,Cesar Hernandez#,32,WSN,NL,121,519,474,55,116,25,3,0,26,8,3,35,92,.245,.304,.310,.614,79,147,9,6,3,1,0,*4/H,hernace02
357,Elier Hernandez,27,TEX,AL,14,35,33,4,6,2,0,0,3,0,0,1,15,.182,.200,.242,.442,27,8,1,0,0,1,0,/7DH39,hernael02
358,Enrique Hernandez,30,BOS,AL,55,256,232,28,49,17,0,5,30,0,1,18,47,.211,.270,.349,.619,72,81,6,2,0,4,0,8/6,hernaen02
359,Teoscar Hernandez,29,TOR,AL,95,386,359,49,95,24,1,18,58,6,3,25,106,.265,.316,.487,.804,126,175,12,2,0,0,0,*9/D7H,hernate01
360,Yadiel Hernández*,34,WSN,NL,94,327,305,30,82,16,0,9,41,2,1,19,74,.269,.312,.410,.722,108,125,9,1,0,2,0,7DH/9,hernaya01
361,Yonny Hernandez#,24,ARI,NL,12,28,24,2,2,0,0,0,0,2,0,2,4,.083,.154,.083,.237,-30,2,0,0,2,0,0,5/4H,hernayo02
362,Ivan Herrera,22,STL,NL,11,22,18,0,2,0,0,0,1,0,0,2,8,.111,.190,.111,.302,-9,2,0,0,1,1,0,2,herreiv01
363,Jose Herrera#,25,ARI,NL,47,124,111,9,21,2,0,0,5,0,0,9,34,.189,.250,.207,.457,32,23,1,0,4,0,0,2/DH,herrejo04
364,Odubel Herrera*,30,PHI,NL,62,197,185,23,44,9,1,5,21,6,0,11,42,.238,.279,.378,.658,83,70,3,0,0,1,0,87H/9,herreod01
365,Jason Heyward*,32,CHC,NL,48,151,137,15,28,5,1,1,10,1,0,11,32,.204,.278,.277,.556,57,38,3,3,0,0,0,89/H,heywaja01
366,Brewer Hicklen,26,KCR,AL,6,4,4,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H798,hicklbr01
367,Aaron Hicks#,32,NYY,AL,103,368,309,41,67,5,2,6,32,9,3,53,81,.217,.338,.304,.642,87,94,9,4,1,1,3,*87/H,hicksaa01
368,Kyle Higashioka,32,NYY,AL,59,175,159,20,31,5,0,7,20,0,1,10,39,.195,.243,.358,.601,70,57,2,1,2,3,0,2/H,higasky01
369,P.J. Higgins,29,CHC,NL,46,130,116,17,30,6,1,6,20,0,0,11,31,.259,.328,.483,.811,124,56,1,1,2,0,0,32/H5D,higgipj01
370,Derek Hill,26,DET,AL,31,92,83,8,19,2,0,1,3,3,0,5,28,.229,.270,.289,.559,63,24,0,0,3,1,0,8/H,hillde01
371,Sam Hilliard*,28,COL,NL,65,183,159,24,29,6,1,2,14,3,1,21,51,.182,.279,.270,.549,49,43,2,1,0,2,0,78/H9,hillisa01
372,Keston Hiura,25,MIL,NL,51,165,142,22,34,2,0,10,21,5,1,17,71,.239,.345,.465,.810,127,66,0,6,0,0,0,3D4/H7,hiurake01
373,Nico Hoerner,25,CHC,NL,104,397,368,38,109,18,3,7,39,14,1,23,45,.296,.345,.418,.764,113,154,8,5,0,1,3,*6/H5,hoernni01
374,Jeff Hoffman,29,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hoffmje02
375,Rhys Hoskins,29,PHI,NL,119,508,443,62,111,22,2,26,60,2,1,59,126,.251,.343,.485,.828,130,215,7,4,0,2,0,*3/DH,hoskirh01
376,Eric Hosmer*,32,TOT,MLB,102,414,375,38,100,19,0,8,44,0,0,37,64,.267,.333,.381,.715,106,143,12,1,0,1,5,*3/D,hosmeer01
377,Eric Hosmer*,32,SDP,NL,90,369,335,32,91,16,0,8,40,0,0,33,55,.272,.336,.391,.727,111,131,10,0,0,1,5,*3/D,hosmeer01
378,Eric Hosmer*,32,BOS,AL,12,45,40,6,9,3,0,0,4,0,0,4,9,.225,.311,.300,.611,73,12,2,1,0,0,0,3,hosmeer01
379,Sam Huff,24,TEX,AL,30,82,77,5,20,2,0,1,5,1,0,5,27,.260,.305,.325,.630,83,25,1,0,0,0,1,2/H3D,huffsa01
380,Brandon Hughes#,26,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hughebr01
381,Cooper Hummel#,27,ARI,NL,54,162,141,15,24,5,3,2,13,4,0,20,51,.170,.278,.291,.569,62,41,4,1,0,0,0,7HD/29,hummeco01
382,Tommy Hunter,35,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hunteto02
383,Andy Ibáñez,29,TEX,AL,40,128,119,13,26,4,0,1,9,3,0,9,21,.218,.273,.277,.551,60,33,0,0,0,0,0,5/D34H,ibanean01
384,José Iglesias,32,COL,NL,103,408,382,46,119,29,0,3,47,2,3,16,47,.312,.348,.411,.759,104,157,8,7,0,3,0,*6/D,iglesjo01
385,Ender Inciarte*,31,NYM,NL,11,8,8,1,1,0,0,0,0,0,0,0,0,.125,.125,.125,.250,-28,1,0,0,0,0,0,/7H89D,inciaen01
386,Jonathan India,25,CIN,NL,63,264,243,29,59,11,0,8,25,2,4,12,65,.243,.303,.387,.690,85,94,3,9,0,0,0,4/DH,indiajo01
387,Kyle Isbel*,25,KCR,AL,77,204,191,22,41,8,4,3,20,7,3,7,56,.215,.251,.346,.597,68,66,5,3,1,2,0,987H/D,isbelky01
388,Alex Jackson,26,MIL,NL,5,12,12,0,3,0,0,0,0,0,0,0,7,.250,.250,.250,.500,42,3,0,0,0,0,0,/2H,jacksal02
389,Drew Jackson,28,OAK,AL,3,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/957H,jacksdr01
390,Travis Jankowski*,31,TOT,MLB,44,64,55,11,9,0,0,0,2,3,0,8,10,.164,.281,.164,.445,32,9,0,1,0,0,0,7H98/D,jankotr01
391,Travis Jankowski*,31,NYM,NL,43,63,54,11,9,0,0,0,2,3,0,8,9,.167,.286,.167,.452,34,9,0,1,0,0,0,7H98/D,jankotr01
392,Travis Jankowski*,31,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8,jankotr01
393,Danny Jansen,27,TOR,AL,41,139,122,17,24,1,0,9,25,0,0,11,27,.197,.266,.426,.692,95,52,0,2,0,4,0,2/HD,janseda01
394,Ryan Jeffers,25,MIN,AL,60,214,192,23,41,10,0,7,25,0,0,21,58,.214,.291,.375,.666,92,72,4,0,1,0,0,2/DH,jeffery01
395,Eloy Jiménez,25,CHW,AL,47,181,163,17,50,6,0,6,26,0,0,15,40,.307,.365,.454,.819,131,74,1,1,0,2,0,7D/H,jimenel02
396,Connor Joe,29,COL,NL,101,438,378,53,92,19,4,6,25,6,2,53,90,.243,.345,.362,.707,91,137,7,6,0,1,0,73D9/H,joeco01
397,Bryce Johnson#,26,SFG,NL,4,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8,johnsbr03
398,Nolan Jones*,24,CLE,AL,28,94,86,10,21,5,0,2,13,0,0,8,31,.244,.309,.372,.681,96,32,2,0,0,0,1,9/DH,jonesno01
